speech_recognition,start,end,max_confidence,mean_confidence
speech,1932.89,1933.3,0.6288448572158813,0.6288449168205261
speech,1936.25,1960.61,0.9590096473693848,0.9224506616592407
speech,1961.25,1965.3,0.9999872446060181,0.9999123215675354
speech,1969.25,1974.3,0.9965581297874451,0.9907212853431702
speech,1976.25,1982.3,0.9999854564666748,0.9998059868812561
speech,1984.25,1995.3,0.8996943831443787,0.8829591274261475
speech,1999.25,2005.3,0.9811893701553345,0.954444169998169
speech,2007.25,2011.3,1.0,0.9999953508377075
non-speech,2011.89,2013.3,0.7469313740730286,0.7469313144683838
non-speech,2014.57,2030.3,0.81879061460495,0.7282133102416992
speech,2031.25,2037.3,1.0,1.0
speech,2040.25,2041.3,0.8230701684951782,0.7854942083358765
speech,2043.25,2049.3,0.9999983310699463,0.9999783039093018
speech,2051.25,2053.3,1.0,1.0
speech,2054.25,2085.3,1.0,0.9999994039535522
speech,2086.25,2087.3,1.0,1.0
speech,2089.25,2095.3,0.9974271655082703,0.9910580515861511
speech,2096.25,2102.61,1.0,1.0
speech,2103.25,2110.3,1.0,1.0
speech,2111.25,2115.3,0.9991979002952576,0.9954522848129272
speech,2116.25,2118.3,1.0,0.9999997019767761
speech,2119.25,2121.3,1.0,1.0
speech,2134.25,2146.3,0.999119222164154,0.9973523020744324
speech,2147.25,2151.3,0.9455240368843079,0.9089349508285522
speech,2154.25,2158.3,0.9986526966094971,0.9960243701934814
speech,2159.25,2165.3,0.9749208688735962,0.9583171010017395
speech,2167.25,2183.3,0.9999997615814209,0.9999948740005493
speech,2184.25,2186.3,0.9990780353546143,0.9955752491950989
speech,2193.25,2209.3,0.9991707801818848,0.9958751797676086
speech,2215.25,2233.61,1.0,1.0
speech,2234.25,2236.3,0.9997708201408386,0.9988433122634888
speech,2237.25,2249.3,0.9854692816734314,0.9639581441879272
speech,2251.25,2257.3,1.0,1.0
speech,2258.25,2260.61,1.0,1.0
non-speech,2261.25,2261.61,0.7364336252212524,0.7364335060119629
non-speech,2261.89,2262.3,0.6588201522827148,0.6588202714920044
speech,2263.25,2267.3,0.9645735621452332,0.9429264664649963
speech,2268.25,2273.61,1.0,1.0
non-speech,2276.25,2276.61,0.6782708168029785,0.678270697593689
speech,2286.57,2286.9300000000003,0.6059383153915405,0.6059382557868958
speech,2287.25,2291.3,0.987404465675354,0.9631928205490112
speech,2296.25,2302.3,0.7530064582824707,0.7065644860267639
speech,2303.25,2308.3,1.0,1.0
speech,2315.25,2329.61,0.9871708750724792,0.9722167253494263
speech,2330.25,2333.3,0.9428884387016296,0.920749306678772
speech,2334.25,2336.3,0.9992678761482239,0.9961844086647034
speech,2337.25,2338.3,0.8751846551895142,0.8155314922332764
speech,2339.25,2343.3,0.9907817244529724,0.9842594265937805
speech,2346.25,2348.3,0.9999991655349731,0.9999884963035583
speech,2351.25,2359.61,1.0,0.9999983906745911
non-speech,2361.25,2361.61,0.6654227375984192,0.6654226779937744
non-speech,2361.89,2362.3,0.6012989282608032,0.601298987865448
speech,2363.25,2364.3,0.996604323387146,0.9904850721359253
speech,2366.25,2367.3,0.9999936819076538,0.9998013377189636
speech,2369.25,2375.3,1.0,1.0
non-speech,2376.25,2376.61,0.764807939529419,0.7648081183433533
non-speech,2378.25,2378.61,0.6376057863235474,0.6376057863235474
non-speech,2379.25,2379.61,0.8059649467468262,0.8059650659561157
non-speech,2379.89,2380.3,0.6105638742446899,0.6105638146400452
speech,2381.25,2382.3,0.9464474320411682,0.9227513074874878
speech,2383.25,2386.3,0.8443170189857483,0.797365128993988
speech,2390.25,2399.3,0.9771487712860107,0.9548776745796204
speech,2400.25,2413.3,1.0,1.0
speech,2414.25,2416.3,0.9839016795158386,0.9490629434585571
speech,2416.57,2418.3,0.8584483861923218,0.8487534523010254
speech,2419.25,2421.3,1.0,1.0
speech,2422.25,2422.9300000000003,0.8083038330078125,0.7807067632675171
speech,2423.25,2425.3,1.0,1.0
speech,2426.25,2427.3,1.0,1.0
speech,2428.25,2436.3,0.956061601638794,0.9290412068367004
speech,2440.25,2445.3,1.0,1.0
speech,2454.25,2456.3,0.9999992847442627,0.9999915361404419
speech,2458.25,2460.3,0.9869365096092224,0.9577026963233948
speech,2462.25,2463.3,0.7626882791519165,0.7466164231300354
speech,2465.25,2466.3,1.0,1.0
speech,2469.25,2470.3,0.8921287655830383,0.8627898693084717
speech,2473.25,2476.3,0.7073180079460144,0.6750556230545044
speech,2478.25,2483.3,0.9662394523620605,0.9507808685302734
speech,2483.57,2497.61,0.7275071740150452,0.7028598785400391
speech,2498.25,2499.3,0.9173030257225037,0.8845991492271423
speech,2500.25,2501.3,1.0,1.0
speech,2502.25,2504.3,0.7871733903884888,0.7396062612533569
speech,2505.25,2507.3,0.9999831914901733,0.9998018145561218
speech,2508.25,2521.3,1.0,1.0
speech,2522.25,2526.3,0.9900733232498169,0.9754371643066406
speech,2527.25,2528.3,0.9624782204627991,0.9328619241714478
speech,2535.25,2538.61,0.9880191683769226,0.9657868146896362
speech,2539.25,2542.3,0.9895836114883423,0.9815483689308167
speech,2543.25,2545.3,0.9714961647987366,0.9443109035491943
speech,2546.25,2552.3,0.9999493360519409,0.9997227191925049
speech,2558.25,2559.3,1.0,1.0
speech,2560.25,2573.3,0.9997780919075012,0.9990844130516052
speech,2573.57,2582.3,0.6645706295967102,0.6516242027282715
non-speech,2583.89,2595.3,0.6544662714004517,0.6544663310050964
speech,2596.25,2607.3,0.993802547454834,0.9872666001319885
speech,2609.25,2619.3,0.999997615814209,0.9999664425849915
speech,2620.25,2625.3,0.970844030380249,0.9600661396980286
speech,2628.25,2631.3,0.9999488592147827,0.9996041059494019
speech,2633.25,2634.3,0.948715090751648,0.9055429100990295
speech,2636.25,2639.3,1.0,1.0
speech,2640.25,2643.3,1.0,0.9999997019767761
speech,2643.57,2643.9300000000003,0.6131851077079773,0.6131852269172668
speech,2644.25,2645.3,1.0,1.0
speech,2645.57,2645.9300000000003,0.6101407408714294,0.6101405620574951
speech,2646.25,2648.3,1.0,1.0
speech,2649.25,2652.3,0.967670738697052,0.9382160305976868
speech,2653.25,2655.3,1.0,1.0
speech,2657.25,2663.3,0.9997937083244324,0.998227059841156
speech,2664.25,2691.3,0.9448193907737732,0.8926353454589844
speech,2692.25,2706.3,1.0,1.0
speech,2707.25,2713.3,0.9999984502792358,0.9999767541885376
speech,2727.25,2731.3,0.9799631237983704,0.9479624032974243
speech,2732.25,2744.3,0.9120316505432129,0.8568635582923889
speech,2745.25,2752.3,1.0,1.0
speech,2753.25,2755.3,0.9993889331817627,0.997830331325531
speech,2755.57,2756.3,0.6618180871009827,0.6496645212173462
speech,2757.25,2765.3,0.9374133944511414,0.8900386095046997
speech,2771.25,2788.3,0.9916274547576904,0.9759556651115417
speech,2789.25,2793.3,0.9367741942405701,0.8992224335670471
speech,2794.25,2798.3,1.0,1.0
speech,2809.25,2814.3,0.7511968016624451,0.7168939113616943
speech,2814.57,2815.3,0.6277015209197998,0.6242644786834717
speech,2816.25,2817.3,0.9353390336036682,0.8889602422714233
speech,2819.25,2824.3,0.9850229620933533,0.9713453054428101
speech,2828.25,2829.3,0.8804423213005066,0.8714151978492737
speech,2830.25,2831.3,0.9999784231185913,0.9996468424797058
speech,2840.25,2843.3,1.0,1.0
speech,2844.25,2851.3,1.0,1.0
speech,2851.89,2857.3,0.6739601492881775,0.6739600896835327
speech,2858.25,2862.3,1.0,1.0
speech,2863.25,2867.3,0.9999823570251465,0.9998353719711304
speech,2868.25,2869.3,0.9426679611206055,0.922759473323822
speech,2870.25,2871.3,0.9997532963752747,0.9989103078842163
speech,2871.57,2874.3,0.6179258823394775,0.6116089820861816
speech,2875.25,2885.3,1.0,1.0
speech,2886.25,2892.3,0.9941898584365845,0.983238697052002
speech,2893.25,2896.3,0.8171795606613159,0.7965227365493774
speech,2897.25,2905.3,0.7499145865440369,0.7234435081481934
speech,2906.25,2909.3,0.9997181296348572,0.9988896250724792
speech,2910.25,2911.3,0.9860931038856506,0.9739105701446533
speech,2917.25,2919.3,0.929932713508606,0.8871857523918152
speech,2920.25,2921.3,0.9962932467460632,0.9882725477218628
speech,2925.25,2955.3,0.988241970539093,0.9702778458595276
speech,2956.25,2973.3,0.949080765247345,0.9193658232688904
speech,2974.25,2980.3,1.0,1.0
speech,2981.25,2983.3,1.0,1.0
speech,2984.25,2996.3,0.9255112409591675,0.8831884264945984
speech,2996.89,2999.3,0.663684070110321,0.6636841297149658
speech,3000.25,3008.61,0.9999949932098389,0.9999067783355713
speech,3009.25,3011.3,0.9999958276748657,0.9998672008514404
speech,3015.25,3023.61,0.83961421251297,0.8280840516090393
speech,3024.25,3025.3,0.9451104998588562,0.9124170541763306
speech,3026.25,3028.3,0.9879027009010315,0.9676559567451477
speech,3028.57,3032.3,0.6742846965789795,0.6627325415611267
speech,3034.25,3068.3,1.0,1.0
speech,3071.25,3072.3,0.782075822353363,0.7283698916435242
speech,3073.57,3074.3,0.6547098159790039,0.6479003429412842
speech,3085.25,3086.3,0.9905114769935608,0.980699896812439
speech,3086.57,3095.3,0.6334210634231567,0.6227940320968628
speech,3095.57,3097.3,0.6810348033905029,0.669640839099884
speech,3098.25,3102.3,0.9816638231277466,0.9586484432220459
speech,3103.25,3126.3,1.0,1.0
speech,3127.25,3128.3,0.9493560791015625,0.9029159545898438
speech,3129.25,3136.3,0.999995231628418,0.9999033212661743
speech,3137.25,3140.3,1.0,0.9999997019767761
speech,3141.25,3146.3,1.0,1.0
speech,3148.25,3148.61,0.6322475671768188,0.6322476267814636
speech,3148.89,3149.3,0.653843879699707,0.6538437604904175
speech,3152.25,3155.3,0.9667215347290039,0.9299644231796265
speech,3157.25,3158.3,0.8001962900161743,0.7553331851959229
speech,3159.25,3160.3,0.9948557615280151,0.9837530255317688
speech,3162.25,3170.3,0.9960410594940186,0.991579532623291
speech,3180.25,3185.3,0.7448905110359192,0.7214093804359436
speech,3196.25,3208.3,1.0,1.0
speech,3208.57,3216.3,0.7220245003700256,0.7034004926681519
speech,3217.25,3219.3,0.9999998807907104,0.9999967813491821
speech,3220.25,3227.9300000000003,1.0,1.0
speech,3228.25,3229.3,1.0,1.0
speech,3232.25,3234.3,0.998791515827179,0.9958213567733765
speech,3235.25,3240.3,0.8971568942070007,0.8324344158172607
speech,3241.25,3250.3,0.9828774929046631,0.9737257361412048
non-speech,3258.25,3259.3,0.7951980829238892,0.7605828642845154
speech,3260.25,3287.3,0.9737004041671753,0.9477176070213318
speech,3288.25,3292.3,1.0,0.9999972581863403
speech,3293.25,3298.3,1.0,1.0
speech,3300.25,3301.3,0.9311926364898682,0.8725630044937134
speech,3302.25,3306.3,1.0,1.0
speech,3307.25,3309.3,1.0,0.9999992847442627
speech,3310.25,3311.3,0.9121040105819702,0.8827953934669495
speech,3312.25,3313.3,0.8413984775543213,0.8257661461830139
speech,3316.25,3319.3,0.9994074106216431,0.9952433109283447
speech,3320.25,3321.3,0.9986528158187866,0.9950147867202759
speech,3322.25,3324.3,0.9862815737724304,0.9668295979499817
speech,3326.25,3327.3,0.9701520800590515,0.9471787214279175
speech,3330.25,3332.3,0.9790313839912415,0.9655001163482666
non-speech,3334.25,3335.3,0.8709048628807068,0.8227092027664185
speech,3337.25,3342.61,0.9998693466186523,0.9986026287078857
speech,3346.25,3355.3,0.9992658495903015,0.9976541996002197
speech,3356.25,3357.3,0.9924929738044739,0.9766139388084412
speech,3358.25,3365.3,0.9955543875694275,0.9858314990997314
speech,3365.57,3366.3,0.6317920684814453,0.6210312843322754
speech,3367.25,3376.3,0.9121338129043579,0.9016544222831726
speech,3377.25,3380.3,0.7890204191207886,0.7719137072563171
speech,3381.25,3393.3,0.9297395944595337,0.9119921326637268
speech,3395.25,3397.3,0.959094762802124,0.9490023851394653
speech,3398.25,3401.3,0.9962512850761414,0.9883664846420288
