speech_recognition,start,end,max_confidence,mean_confidence
speech,7.25,8.3,0.9045181274414062,0.879953920841217
speech,8.57,9.3,0.8483999371528625,0.8391740322113037
non-speech,13.25,14.3,0.9397391676902771,0.888724148273468
non-speech,16.25,16.61,0.8477317094802856,0.8477319478988647
non-speech,21.25,21.61,0.854354977607727,0.854354977607727
