speech_recognition,start,end,max_confidence,mean_confidence
speech,2.25,8.3,0.9998533725738525,0.9990335702896118
speech,13.25,69.3,0.9596080780029297,0.9250063896179199
speech,69.57,95.3,0.6661087870597839,0.6524502038955688
speech,96.25,102.3,0.8958317637443542,0.8369766473770142
